,SaleID,Volume,Species,Price
2201,Sale #AT-341-2021-W00564-01,1181,Conifers,$301.35
2202,Sale #AT-341-2021-W00564-01,2935,Douglas Fir,$517.78
2203,Sale #AT-341-2021-W00592-01,8722,Douglas Fir,$498.68
2204,Sale #AT-341-2021-W00625-01,1588,Conifers,$259.66
2205,Sale #AT-341-2021-W00625-01,3094,Douglas Fir,$411.53
2206,Sale #AT-341-2021-W00828-01,0,Conifers,$214.85
2207,Sale #AT-341-2021-W00828-01,1837,Douglas Fir,$358.40
2208,Sale #AT-341-2021-W00828-01,1101,Western Hemlock,$214.85
2209,Sale #AT-341-2021-W00832-01,3276,Douglas Fir,$408.27
2210,Sale #AT-341-2021-W00741-01,14588,Douglas Fir,$392.49
2211,Sale #AT-341-2021-W00826-01,7551,Douglas Fir,$410.45
2212,Sale #AT-341-2021-W00826-01,1959,Hemlock,$275.12
2213,Sale #AT-341-2021-W00818-01,7957,Douglas Fir,$411.89
2214,Sale #20-738,8152,Douglas Fir,$470.94
2215,Sale #20-744,2543,Douglas Fir,$392.94
2216,Sale #20-744,4154,Hemlock,$267.39
2217,Sale #20-743,1656,Douglas Fir,$414.12
2218,Sale #20-743,1341,Hemlock,$276.06
2219,Sale #20-829,11863,Douglas Fir,$454.20
2220,Sale #20-404,1159,Douglas Fir,$351.86
2221,Sale #20-404,609,Red Alder,$234.54
2222,Sale #20-732,4406,Douglas Fir,$415.93
2223,Sale #20-732,3563,Western Hemlock,$275.16
2224,Sale #20-590,1198,Douglas Fir,$362.98
2225,Sale #20-590,3343,Hemlock,$215.98
2226,Sale #20-590,1435,Red Alder,$247.28
2227,Sale #20-733,10647,Douglas Fir,$424.92
2228,Sale #20-591,3972,Douglas Fir,$400.21
2229,Sale #20-591,2329,Western Hemlock,$317.76
2230,Sale #19-630,4981,Douglas Fir,$410.07
2231,Sale #19-588,2531,Douglas Fir,$393.27
2232,Sale #19-588,1966,Red Alder,$322.28
2233,Sale #19-615,5801,Douglas Fir,$409.05
2234,Sale #19-361,3379,Douglas fir,$355.31
2235,Sale #19-409,,,$0.00 (total price)
2236,Sale #19-589,5051,Douglas Fir,$360.89
2237,Sale #19-589,3622,Western Hemlock,$253.84
2238,Sale #19-728,,Douglas Fir,$354.45
2239,Sale #19-728,,Western Hemlock,$255.40
2240,Sale #19-734,3928,Douglas Fir,$394.72
2241,Sale #19-734,2230,Hemlock,$225.66
2242,Sale #19-28,968,Hemlock,$269.81
2243,Sale #19-28,717,Red Alder,$254.64
2244,Sale #19-593,1097,Douglas Fir,$392.85
2245,Sale #19-593,376,Red Alder,$320.85
2246,Sale #19-57,,,$0.00 (total price)
2247,Sale #19-729,1071,Douglas-fir,$407.07
2248,Sale #19-729,1048,Red Alder,$324.33
2249,Sale #19-30,3950,Douglas Fir,$572.73
2250,Sale #19-66,,Douglas Fir,$419.48
2251,Sale #19-66,,Red Alder,$343.09
2252,Sale #19-47,,,$0.00 (total price)
2253,Sale #19-46,,,$0.00 (total price)
2254,Sale #19-45,,,$0.00 (total price)
2255,Sale #19-43,,,$0.00 (total price)
2256,Sale #18-49,5764,Douglas-fir,$523.35
2257,Sale #18-45,4177,Douglas-fir,$524.38
2258,Sale #18-42,7699,Douglas-fir,$571.45
2259,Sale #18-46,8197,Douglas Fir,$559.61
2260,Sale #18-79,,,$0.00 (total price)
2261,Sale #18-78,,,$0.00 (total price)
2262,Sale #18-77,,,$0.00 (total price)
2263,Sale #18-76,,,$0.00 (total price)
2264,Sale #18-75,,,$0.00 (total price)
2265,Sale #18-74,,,$0.00 (total price)
2266,Sale #18-73,,,$0.00 (total price)
2267,Sale #18-44,2206,Douglas fir,$545.92
2268,Sale #18-41,3510,Douglas-fir,$557.84
2269,Sale #18-40,2231,Douglas fir,$485.63
2270,Sale #18-40,4925,W. Hemlock/fir,$376.52
2271,Sale #18-48,3230,Douglas fir,$490.24
2272,Sale #18-48,966,Red alder,$401.75
2273,Sale #18-43,8585,Douglas fir,$536.60
2274,Sale #18-32,1654,Ponderosa pine,$155.07
2275,Sale #18-33,2218,White fir,$241.20
2276,Sale #18-31,1276,Ponderosa pine,$158.34
2277,Sale #18-30,373,Ponderosa pine,$116.90
2278,Sale #37-980,379,Lodgepole pine &other conifer,$78.04
2279,Sale #37-980,406,pulp,$40.00
2280,Sale #37-978,560,Pulp,$20.00
2281,Sale #37-979,561,pulp,$20.00
2282,Sale #17-55,515,Ponderosa Pine,$99.04
2283,Sale #17-54,1044,Ponderosa Pine,$146.67
2284,Sale #17-50,1741,Lodgepole pine,$193.36
2285,Sale #17-52,655,PP,$133.76
2286,Sale #36-846,816,All Conifers & Other Species,$30.00
2287,Sale #36-845,365,All Conifers & Other Species,$30.00
2288,Sale #36-843,560,All Conifers & Other Species,$30.00
2289,Sale #36-844,673,All Conifers & Other Species,$30.00
2290,Sale #16-64,2708,White fir,$170.65
2291,Sale #15-12,701,Lodgepole Pine,$152.23
2292,Sale #15-86,696,White fir,$206.12
2293,Sale #35-845,865,All Conifers & Other Species,$10.00
2294,Sale #35-846,987,All Conifers & Other Species,$10.00
2295,Sale #35-844,908,All Conifers & Other Species,$10.00
2296,Sale #35-843,490,All Conifers & Other Species,$10.00
2297,Sale #15-10,797,Ponderosa pine,$142.04
2298,Sale #35-808,,,$0.00 (total price)
2299,Sale #15-47,420,Ponderosa Pine,$165.04
2300,Sale #14-80,1245,White fir,$263.84
2301,Sale #14-76,807,Lodgepole Pine,$189.01
2302,Sale #14-74,3456,White fir,$228.89
2303,Sale #34-845,,,$0.00 (total price)
2304,Sale #34-844,356,Ponderosa pine,$107.72
2305,Sale #14-66,1645,White fir,$220.04
2306,Sale #34-846,,,$0.00 (total price)
2307,Sale #34-843,,,$0.00 (total price)
2308,Sale #33-848,,,$0.00 (total price)
2309,Sale #13-95,1495,White fir,$176.62
2310,Sale #13-86,5371,White fir,$197.62
2311,Sale #13-79,176,Ponderosa pine,$149.31
2312,Sale #13-69,771,Ponderosa Pine,$83.03
2313,Sale #13-66,2021,Ponderosa pine and sugar pine,$127.89
2314,Sale #12-67,911,Douglas-fir,$214.51
2315,Sale #12-67,1021,White fir1,$160.90
2316,Sale #12-57,4873,Whiter fir,$163.69
2317,Sale #11-54,3142,White fir,$123.28
2318,Sale #11-25,1896,White fir,$125.77
2319,Sale #10-58,3259,Lodgepole pine,$105.24
2320,Sale #09-85,2631,White fir,$105.75
2321,Sale #09-20,1440,White fir,$126.49
2322,Sale #09-20,1214,Ponderosa Pine,$89.27
2323,Sale #09-21,3643,White fir,$171.42
2324,Sale #09-01,1080,Ponderosa pine,$202.57
2325,Sale #08-54,9352,White Fir,$192.40
2326,Sale #08-47,1021,Ponderosa pine,$154.43
2327,Sale #08-48,2166,Lodgepole pine,$119.17
2328,Sale #07-26,521,Ponderosa pine,$144.40
2329,Sale #07-34,3037,Lodgepole pine,$187.19
2330,Sale #07-34,1915,Ponderosa pine,$243.36
2331,Sale #07-27,1418,White fir,$199.64
2332,Sale #06-06,3951,White fir,$244.89
2333,Sale #06-31,,Douglas fir,$356.03
2334,Sale #06-05,2815,White fir,$253.82
2335,Sale #05-10,650,Ponderosa pine,$152.93
2336,Sale #05-10,315,Sugar pine,$305.94
2337,Sale #04-91,2077,ponderosa pine,$199.94
2338,Sale #04-92,764,white fir,$150.99
2339,Sale #04-35,4462,White Fir,$132.28
2340,Sale #04-35,604,Ponderosa Pine,$123.11
2341,Sale #04-50,5749,White Fir,$166.60
2342,Sale #04-32,677,white fir,$91.77
2343,Sale #04-32,174,ponderosa pine,$74.51
2344,Sale #04-21,998,lodgepole pine,$51.33
2345,Sale #03-92,2972,White fir,$180.89
2346,Sale #03-92,1951,Ponderosa pine,$190.94
2347,Sale #03-42,948,Lodgepole pine,$100.71
2348,Sale #03-42,774,Ponderosa pine,$261.39
2349,Sale #02-56,1642,White fir,$201.90
2350,Sale #02-56,898,Ponderosa pine,$228.80
2351,Sale #17-99,514,Douglas-fir,$310.32
2352,Sale #17-58,1330,Douglas-fir,$328.91
2353,Sale #17-58,52,Grand Fir,$211.53
2354,Sale #17-40,1367,Douglas-fir,$283.48
2355,Sale #16-58,411,Douglas-fir,$208.73
2356,Sale #15-88,268,Douglas-fir,$255.24
2357,Sale #15-88,0,not applicable,$0.00
2358,Sale #15-87,677,Douglas-fir,$321.18
2359,Sale #34-444,,,$0.00 (total price)
2360,Sale #14-81,1500,Douglas-fir,$311.84
2361,Sale #13-87,1145,Douglas-fir,$326.25
2362,Sale #13-82,313,Douglas-fir,$275.05
2363,Sale #33-443,,,$0.00 (total price)
2364,Sale #12-73,1458,Douglas-fir,$208.17
2365,Sale #11-78,967,Douglas-fir,$209.96
2366,Sale #11-77,1189,Douglas-fir,$250.00
2367,Sale #11-60,1459,Douglas-fir,$290.19
2368,Sale #30-443,,,$0.00 (total price)
2369,Sale #30-442,,,$0.00 (total price)
2370,Sale #10-46,748,Douglas-fir,$89.07
2371,Sale #09-71,212,Douglas-fir,$98.51
2372,Sale #09-71,337,Madrone,$19.34
2373,Sale #08-19,433,Douglas-fir,$129.42
2374,Sale #08-80,2184,Douglas-fir,$147.52
2375,Sale #07-33,,Douglas-fir,$203.85
2376,Sale #07-39,813,DF,$147.33
2377,Sale #06-51,711,Douglas-fir,$247.00
2378,Sale #06-28,177,Douglas Fir,$264.11
2379,Sale #06-32,447,Douglas-fir,$285.01
2380,Sale #05-52,776,Douglas-fir,$237.43
2381,Sale #04-01,571,White Fir/Shasta Red Fir,$103.03
2382,Sale #04-04,348,Douglas-fir,$263.31
2383,Sale #18-88,7357,Douglas-fir,$461.80
2384,Sale #18-68,3781,Douglas-fir,$389.23
2385,Sale #18-64,2759,Douglas-fir,$354.22
2386,Sale #17-74,2638,Douglas-fir,$328.91
2387,Sale #17-57,2619,Douglas-fir,$297.02
2388,Sale #17-57,1156,Western Hemlock/fir and Other Conifers,$155.41
2389,Sale #16-96,771,Douglas-fir,$340.17
2390,Sale #16-96,3,Western hemlock,$177.27
2391,Sale #16-96,7,Bigleaf Maple,$144.43
2392,Sale #16-73,6821,Douglas-fir,$353.20
2393,Sale #15-104,970,Douglas-fir,$193.07
2394,Sale #15-104,508,Western Hemlock & Other Conifers,$96.71
2395,Sale #15-74,1871,Douglas-fir,$307.54
2396,Sale #15-51,1835,Douglas-fir,$325.43
2397,Sale #34-705,,,$0.00 (total price)
2398,Sale #14-68,2378,Douglas-fir,$352.26
2399,Sale #34-703,,,$0.00 (total price)
2400,Sale #34-704,,,$0.00 (total price)
2401,Sale #13-102,,,$0.00 (total price)
2402,Sale #13-97,1719,Douglas-fir,$303.93
2403,Sale #13-65,1656,Douglas-fir,$234.85
2404,Sale #13-44,2271,Douglas-fir,$275.39
2405,Sale #12-68,2836,Douglas fir,$257.65
2406,Sale #12-04,4078,Douglas-fir,$225.00
2407,Sale #11-81,3919,Douglas-fir,$247.80
2408,Sale #11-99,,,$0.00 (total price)
2409,Sale #11-16,7114,Douglas-fir,$220.64
2410,Sale #10-80,1529,Douglas-fir,$222.10
2411,Sale #10-21,4246,Douglas-fir,$159.42
2412,Sale #10-39,4874,Douglas-fir,$172.95
2413,Sale #09-70,400,Douglas-fir,$455.99
2414,Sale #09-19,5866,Douglas-fir,$212.76
2415,Sale #09-18,3805,Douglas-fir,$215.10
2416,Sale #09-32,1368,Douglas-fir,$274.95
2417,Sale #08-08,3272,Douglas-fir,$262.07
2418,Sale #08-06,1117,Douglas-fir,$218.76
2419,Sale #08-49,3988,DF,$293.21
2420,Sale #07-87,1133,DF,$325.16
2421,Sale #07-35,6925,Douglas-fir,$413.55
2422,Sale #07-03,3614,Douglas-fir,$332.08
2423,Sale #06-90,3105,Douglas-fir,$348.00
2424,Sale #06-36,3160,Douglas-fir,$320.93
2425,Sale #06-36,639,western hemlock,$85.59
2426,Sale #05-81,3901,Douglas-fir,$308.49
2427,Sale #05-30,,Douglas-fir,$341.34
2428,Sale #05-29,1465,Douglas-fir,$398.03
2429,Sale #04-71,818,Douglas-fir,$327.48
2430,Sale #04-90,3490,Douglas-fir,$289.68
2431,Sale #04-10,2448,Douglas-fir,$269.77
2432,Sale #03-58,1139,Douglas-fir,$323.97
2433,Sale #03-59,3273,Douglas-fir,$367.93
2434,Sale #03-61,1372,Douglas-fir,$403.45
2435,Sale #02-66,4138,Douglas-fir,$283.86
2436,Sale #KL-343-2022-W00938-01,695,Ponderosa pine,$48.10
2437,Sale #KL-341-2021-GF9818-01,613,Lump Sum,"$37,683.08 (total price)"
2438,Sale #KL-341-2021-GF7720-01,1323,Ponderosa pine,$132.08
2439,Sale #KL-341-2021-W00664-01,2579,Ponderosa pine,$141.67
2440,Sale #KL-341-2021-W00675-01,586,Ponderosa pine,$137.17
2441,Sale #KL-341-2021-GF8417-01,manual,manual,manual
2442,Sale #KL-341-2021-GF7620-01,405,Ponderosa pine,$130.75
2443,Sale #KL-341-2021-GF9919-01,135,Douglas-fir,$143.12
2444,Sale #KL-341-2021-W00281-01,3608,Ponderosa Pine,$140.09
2445,Sale #KL-341-2021-GF8319-01,137,Western larch Douglas-fir,$91.34
2446,Sale #20-971,683,Douglas-fir,$83.71
2447,Sale #KL-341-2020-W00774-01,,,$0.00 (total price)
2448,Sale #20-831,4646,White fir,$178.88
2449,Sale #20-827,2914,Ponderosa pine,$55.62
2450,Sale #20-501,720,Douglas-fir,$181.23
2451,Sale #20-811,1909,Douglas-fir,$243.67
2452,Sale #20-871,,,$0.00 (total price)
2453,Sale #20-324,1531,Pulp,$10.00
2454,Sale #20-321,678,Pulp,$10.00
2455,Sale #20-323,715,PULP,$10.00
2456,Sale #20-821,1757,Ponderosa pine,$62.77
2457,Sale #20-769,1973,White Fir,$210.89
2458,Sale #19-801,908,White Fir,$184.08
2459,Sale #19-513,1180,White Fir,$190.21
2460,Sale #19-770,410,Pulp,$10.00
2461,Sale #19-772,488,Pulp,$10.00
2462,Sale #19-773,558,Pulp,$10.00
2463,Sale #19-511,3860,PP,$142.06
2464,Sale #19-21,1622,White fir,$336.44
2465,Sale #18-138,2214,Ponderosa pine,$128.96
2466,Sale #18-99,,,$0.00 (total price)
2467,Sale #18-98,,,$0.00 (total price)
2468,Sale #18-97,365,pulp,$10.00
2469,Sale #18-96,593,Pulp,$10.00
2470,Sale #SW-341-2021-GF7818-07,2435,Hemlock Fir,$86.51
2471,Sale #SW-341-2021-GF7120-07,,,$0.00 (total price)
2472,Sale #20-918,1185,Douglas-fir,$264.11
2473,Sale #20-771,985,Douglas-fir,$334.98
2474,Sale #20-771,,Thinning Sale not CC,$0.00 (total price)
2475,Sale #19-403,943,Douglas-fir,$297.75
2476,Sale #18-92,1308,Douglas-fir,$476.11
2477,Sale #18-93,245,Douglas-fir,$387.69
2478,Sale #18-93,200,Grand Fir,$219.02
2479,Sale #WL-343-2022-W00921-01,240,Douglas-fir,$535.72
2480,Sale #WL-341-2021-W00676-01,2290,Douglas-fir,$310.06
2481,Sale #SW-341-2021-GF9419-01,528,Douglas FIr,$310.74
2482,Sale #WL-341-2021-W00581-01,2154,Douglas-Fir,$408.33
2483,Sale #WL-341-2021-W00621-01,1801,Douglas-fir,$378.71
2484,Sale #WL-341-2021-W00782-02,6076,Douglas-fir,$431.92
2485,Sale #20-576,870,Douglas-Fir,$356.25
2486,Sale #20-901,574,Douglas-fir,$297.45
2487,Sale #20-336,2104,Doug-fir,$411.19
2488,Sale #20-891,4143,Douglas-fir,$286.04
2489,Sale #20-339,447,Douglas-fir,$323.60
2490,Sale #20-791,manual,manual,manual
2491,Sale #20-337,12913,Douglas-fir,$40.60
2492,Sale #20-783,3976,Douglas-fir,$347.66
2493,Sale #20-525,2023,Douglas-fir,$140.40
2494,Sale #20-577,4437,Douglas-fir,$368.01
2495,Sale #19-789,1950,Douglas-fir,$195.55
2496,Sale #19-771,645,Douglas-fir,$388.66
2497,Sale #19-768,1435,Douglas-fir,$344.11
2498,Sale #19-580,4308,Douglas-fir,$411.62
2499,Sale #19-579,3724,Douglas-fir,$403.42
2500,Sale #19-781,4758,Douglas-fir,$428.37
2501,Sale #18-133,755,Douglas-fir,$455.02
2502,Sale #18-108,4263,Douglas-fir,$525.57
2503,Sale #CS-341-2022-GF8418-01,,Douglas fir,$219.79
2504,Sale #19-741,manual,manual,manual
2505,Sale #WO-341-2022-W00678-01,2543,Douglas-fir,$319.98
2506,Sale #WO-341-2022-W00683-01,3303,Douglas-fir,$518.64
2507,Sale #WO-343-2021-W00917-01,manual,manual,manual
2508,Sale #WO-341-2021-W00689-01,1755,Douglas-fir,$430.71
2509,Sale #WO-341-2021-W00685-01,2509,Douglas-fir,$548.04
2510,Sale #WO-341-2021-W00697-01,1400,Douglas-fir,$528.00
2511,Sale #WO-341-2021-W00362-01,,Douglas-fir,$200.27
2512,Sale #WO-341-2021-W00360-01,1021,Douglas-fir,$201.21
2513,Sale #WO-341-2021-W00371-01,3087,Douglas-fir,$420.78
2514,Sale #20-359,1388,Douglas-fir,$182.72
2515,Sale #20-378,2977,Douglas-fir,$445.54
2516,Sale #20-777,1436,Douglas-fir,$394.65
2517,Sale #20-376,736,Douglas-fir,$329.35
2518,Sale #20-343,2551,Douglas-fir,$442.27
2519,Sale #20-789,1939,Douglas-fir,$384.45
2520,Sale #20-787,2779,Douglas-fir,$458.25
2521,Sale #19-775,1047,Douglas-fir,$227.84
2522,Sale #19-776,1670,Douglas-fir,$385.25
2523,Sale #19-790,1301,Douglas-fir,$223.26
2524,Sale #19-19,1932,Douglas-fir,$170.56
2525,Sale #19-227,1698,Douglas-fir,$338.60
2526,Sale #18-110,1822,Douglas-fir,$565.69
2527,Sale #18-109,1732,Douglas-fir,$352.57
2528,Sale #18-95,1340,Douglas fir,$575.31
2529,Sale #18-82,1964,Douglas-fir,$398.17
2530,Sale #NC-341-2022-W00896-01,5262,Douglas-fir,$100.81
2531,Sale #NC-341-2021-W00914-01,1628,"Douglas-fir (5-8"")",$50.00
2532,Sale #NC-341-2021-W00914-01,4373,"Douglas-fir (9-999"")",$371.26
2533,Sale #NC-341-2021-W00895-01,219,"Douglas-fir (0-7"")",$145.36
2534,Sale #NC-341-2021-W00895-01,547,"Douglas-fir (8-999"")",$203.76
2535,Sale #NC-341-2021-W00912-01,1269,Douglas-fir,$240.34
2536,Sale #NC-341-2021-W00908-01,3095,"Douglas-fir (0-8"")",$50.20
2537,Sale #NC-341-2021-W00908-01,3614,"Douglas-fir (9-999"")",$358.25
2538,Sale #NC-341-2021-W00911-01,1655,Douglas-fir,$163.35
2539,Sale #NC-341-2021-W00911-01,65,Western hemlock,$0.00 (total price)
2540,Sale #NC-341-2021-W00894-01,manual,manual,manual
2541,Sale #NC-341-2021-W00907-01,354,Douglas-fir,$434.42
2542,Sale #NC-341-2021-W00880-01,9890,Douglas-fir,$276.53
2543,Sale #NC-341-2021-W00906-01,146,Douglas-fir,$450.63
2544,Sale #NC-341-2021-W00704-01,596,Douglas-fir,$348.82
2545,Sale #20-758,3983,Douglas-fir,$443.76
2546,Sale #20-706,1692,Douglas-fir,$457.24
2547,Sale #20-695,690,Douglas-fir,$259.86
2548,Sale #20-709,643,Douglas-fir,$461.18
2549,Sale #20-747,1774,Douglas-fir,$466.21
2550,Sale #20-749,3631,Douglas-fir,$476.91
2551,Sale #19-705,4835,Douglas-fir poles,$800.24
2552,Sale #19-746,1318,Douglas-fir,$510.16
2553,Sale #19-713,4412,Douglas-fir,$492.51
2554,Sale #19-49,1754,DF,$580.82
2555,Sale #19-48,2152,Douglas-fir,$713.73
2556,Sale #19-42,3243,Douglas-fir,$641.82
2557,Sale #18-107,5285,Douglas-fir,$717.74
2558,Sale #18-106,3377,Douglas-fir,$683.49
2559,Sale #18-105,4549,douglas-fir,$632.96
2560,Sale #18-71,2069,Douglas-fir,$579.40
2561,Sale #18-70,1794,Douglas-fir,$544.89
2562,Sale #TL-341-2022-W00535-01,4925,DOUGLAS FIR,$405.19
2563,Sale #TL-341-2022-W00535-01,2153,RED ALDER,$181.25
2564,Sale #TL-341-2022-W00505-01,7582,Douglas-fir,$434.32
2565,Sale #TL-341-2021-W00502-01,4059,DOUGLAS FIR,$353.86
2566,Sale #TL-341-2021-W00502-01,1622,HARDWOOD,$98.10
2567,Sale #TL-343-2021-W00879-01,184,DOUGLAS FIR,$344.76
2568,Sale #TL-341-2021-W00515-01,5942,DOUGLAS FIR,$430.55
2569,Sale #TL-341-2021-W00490-01,,DOUGLAS FIR,$391.08
2570,Sale #TL-341-2021-W00487-01,1658,DOUGLAS FIR,$290.84
2571,Sale #TL-341-2021-W00317-01,9079,DOUGLAS FIR,$299.52
2572,Sale #TL-341-2021-W00478-01,7308,DOUGLAS FIR,$246.88
2573,Sale #TL-341-2021-W00752-01,9913,DOUGLAS FIR,$322.01
2574,Sale #20-651,1818,DOUGLAS FIR,$268.93
2575,Sale #20-651,1839,WESTERN HEMLOCK,$118.13
2576,Sale #20-319,2772,Douglas Fir,$290.23
2577,Sale #20-319,2421,Conifers,$173.02
2578,Sale #20-287,5667,Douglas-Fir,$304.23
2579,Sale #20-315,5125,DOUGLAS FIR,$299.65
2580,Sale #20-288,838,DOUGLAS FIR,$272.98
2581,Sale #20-288,1275,WESTERN HEMLOCK,$171.79
2582,Sale #20-754,4794,DOUGLAS FIR,$279.83
2583,Sale #20-754,2476,RED ALDER,$180.52
2584,Sale #20-750,5958,DOUGLAS FIR,$278.02
2585,Sale #20-750,3044,RED ALDER,$168.00
2586,Sale #20-751,4512,DOUGLAS FIR,$307.41
2587,Sale #19-762,4075,Douglas Fir,$304.26
2588,Sale #19-762,1034,Red Alder,$330.23
2589,Sale #19-763,1918,Douglas-fir,$338.50
2590,Sale #19-763,1641,WESTERN HEMLOCK,$199.88
2591,Sale #19-763,1974,RED ALDER,$330.89
2592,Sale #19-652,4470,Western hemlock,$307.94
2593,Sale #19-652,109,Noble fir,$307.94
2594,Sale #19-01,1491,Douglas-fir,$275.22
2595,Sale #19-643,10743,Douglas Fir,$288.72
2596,Sale #19-757,3549,Western hemlock/Noble fir,$310.52
2597,Sale #19-36,10099,Douglas-fir,$410.00
2598,Sale #19-38,7527,DOUGLAS-FIR,$434.66
2599,Sale #19-39,5842,Douglas-fir,$430.60
2600,Sale #19-37,2176,Douglas-fir,$464.50
2601,Sale #18-103,5488,Douglas-fir,$415.78
2602,Sale #18-102,1093,Douglas-fir,$415.11 (total price)
2603,Sale #18-102,3056,Red Alder,$375.56 (total price)
2604,Sale #18-83,7589,Douglas-fir,$376.56
2605,Sale #18-56,11108,Douglas-fir,$389.90
2606,Sale #FG-341-2022-W00239-01,3218,Douglas-Fir,$0.00 (total price)
2607,Sale #FG-341-2022-W00520-01,850,DOUGLAS-FIR,$0.00 (total price)
2608,Sale #FG-341-2022-W00481-01,7005,DOUGLAS FIR,$0.00 (total price)
2609,Sale #FG-341-2021-W00237-01,5088,DOUGLAS FIR,$0.00 (total price)
2610,Sale #FG-341-2021-W00475-01,3453,DOUGLAS FIR,$0.00 (total price)
2611,Sale #FG-341-2021-W00268-01,,Douglas Fir,"$6,542.00"
2612,Sale #FG-341-2021-W00258-01,3825,DOUGLAS FIR,$0.00 (total price)
2613,Sale #FG-341-2021-W00476-01,4173,Douglas Fir,$0.00 (total price)
2614,Sale #FG-341-2021-W00473-01,3448,Douglas Fir,$0.00 (total price)
2615,Sale #FG-341-2021-W00244-01,5745,Douglas Fir,$0.00 (total price)
2616,Sale #FG-341-2021-W00521-01,6002,Douglas Fir,$0.00 (total price)
2617,Sale #FG-341-2021-W00474-01,3664,Douglas Fir,$0.00 (total price)
2618,Sale #FG-341-2021-W00260-01,4480,DOUGLAS FIR,$0.00 (total price)
2619,Sale #FG-341-2021-W00552-01,6268,Douglas Fir,$0.00 (total price)
2620,Sale #FG-341-2021-W00232-01,3419,Douglas Fir,$0.00 (total price)
2621,Sale #FG-341-2021-W00550-01,4595,Douglas Fir,$0.00 (total price)
2622,Sale #FG-341-2021-W00242-01,1663,Douglas Fir,$0.00 (total price)
2623,Sale #FG-341-2021-W00228-01,2271,Douglas Fir,$0.00 (total price)
2624,Sale #20-557,5057,Douglas Fir,$0.00 (total price)
2625,Sale #20-556,5744,Douglas Fir,$0.00 (total price)
2626,Sale #FG-341-2020-W00236-01,,,$0.00 (total price)
2627,Sale #30-801,250,Douglas Fir,$0.00 (total price)
2628,Sale #20-235,4227,Douglas Fir,$424.55 (total price)
2629,Sale #20-231,manual,manual,manual
2630,Sale #20-231,manual,manual,manual
2631,Sale #20-230,9235,Douglas Fir,$0.00 (total price)
2632,Sale #20-240,5240,Douglas Fir,$0.00 (total price)
2633,Sale #20-257,3000,Douglas Fir,$0.00 (total price)
2634,Sale #20-229,3136,Douglas Fir,$0.00 (total price)
2635,Sale #20-548,3309,Douglas Fir,$0.00 (total price)
2636,Sale #20-548,1473,Western Hemlock,$0.00 (total price)
2637,Sale #20-544,3128,Douglas Fir,$0.00 (total price)
2638,Sale #20-555,7158,Douglas Fir,$0.00 (total price)
2639,Sale #30-413,200,Douglas Fir,$498.51
2640,Sale #19-558,3768,Douglas Fir,$0.00 (total price)
2641,Sale #19-796,4600,Douglas Fir,$479.84
2642,Sale #39-415,200,Douglas Fir,$496.63
2643,Sale #19-551,3801,Douglas Fir,$0.00 (total price)
2644,Sale #19-542,4095,Douglas Fir,$0.00 (total price)
2645,Sale #19-545,4673,Douglas Fir,$479.84
2646,Sale #19-545,73,Noble Fir,$331.73
2647,Sale #19-553,,Douglas-fir,$455.49
2648,Sale #19-540,3302,Douglas Fir,$413.47
2649,Sale #19-543,2560,Douglas-fir,$0.00 (total price)
2650,Sale #39-224,manual,manual,manual
2651,Sale #19-02,5216,Douglas Fir,$586.09
2652,Sale #19-17,4502,Douglas Fir,$570.01
2653,Sale #39-01,44,Douglas Fir,$495.55
2654,Sale #19-16,6127,Douglas Fir,$559.65
2655,Sale #18-129,3804,Douglas Fir,$592.99
2656,Sale #18-129,,Bigleaf Maple,$203.26
2657,Sale #38-234,247,Douglas Fir,$402.30
2658,Sale #18-21,3734,Douglas Fir,$556.46
2659,Sale #18-17,4181,Douglas Fir,$596.31
2660,Sale #18-15,5559,Doug Fir,$616.05
2661,Sale #18-23,5487,Douglas Fir,$597.48
2662,Sale #38-96,362,Douglas Fir,$271.72
2663,Sale #18-16,5371,Douglas Fir,$540.12
2664,Sale #18-14,1400,"Doug Fir 24"" & 12""",$901.79
2665,Sale #AT-341-2022-W00575-01,1875,Conifers,$354.21
2666,Sale #AT-341-2022-W00575-01,6095,Douglas Fir,$551.35
2667,Sale #AT-341-2022-W00537-01,4101,Douglas Fir,$538.18
2668,Sale #AT-341-2022-W00573-01,6424,Douglas Fir,$546.74
2669,Sale #AT-341-2022-W00563-01,832,Conifers,$321.34
2670,Sale #AT-341-2022-W00563-01,712,Douglas Fir,$517.77
2671,Sale #AT-341-2021-W00597-01,5011,Conifers,$331.86
2672,Sale #AT-341-2021-W00597-01,2868,Conifers Spruce,$125.69
2673,Sale #AT-341-2021-W00565-01,10988,Douglas Fir,$530.74
2674,Sale #AT-341-2021-W00565-01,4572,Conifers,$317.29
2675,Sale #AT-341-2021-W00571-01,9346,Douglas Fir,$399.15
2676,Sale #AT-341-2021-W00572-01,686,Douglas Fir,$492.77
2677,Sale #AT-341-2021-W00564-01,1181,Conifers,$301.35
2678,Sale #AT-341-2021-W00564-01,2935,Douglas Fir,$517.78
2679,Sale #AT-341-2021-W00592-01,8722,Douglas Fir,$498.68
2680,Sale #AT-341-2021-W00625-01,1588,Conifers,$259.66
2681,Sale #AT-341-2021-W00625-01,3094,Douglas Fir,$411.53
2682,Sale #AT-341-2021-W00828-01,0,Conifers,$214.85
2683,Sale #AT-341-2021-W00828-01,1837,Douglas Fir,$358.40
