,SaleID,Bidder,Price,Species,Winner
2365,Sale #11-59,C&D Lumber Co,$359.75,Douglas Fir,0
2366,Sale #11-59,C&D Lumber Co,,,0
2367,Sale #11-59,Scott Timber,$334.75,Douglas Fir,0
2368,Sale #11-59,Scott Timber,,,0
2369,Sale #11-59,Swanson Group Mfg,$331.52,Douglas Fir,0
2370,Sale #11-59,Swanson Group Mfg,,,0
2371,Sale #11-73,Scott Timber,$362.00,Douglas Fir,1
2372,Sale #11-73,Scott Timber,,,1
2373,Sale #11-73,Swanson Group Mfg,$337.21,Douglas Fir,0
2374,Sale #11-73,Swanson Group Mfg,,,0
2375,Sale #11-73,Seneca Sawmill Co,$327.60,Douglas Fir,0
2376,Sale #11-73,Seneca Sawmill Co,,,0
2377,Sale #11-73,Swanson Bros Lumber Co,$323.10,Douglas Fir,0
2378,Sale #11-73,Swanson Bros Lumber Co,,,0
2379,Sale #11-57,Seneca Sawmill Co,$400.00,Douglas Fir,1
2380,Sale #11-57,Seneca Sawmill Co,,,1
2381,Sale #11-57,Scott Timber,$365.38,Douglas Fir,0
2382,Sale #11-57,Scott Timber,,,0
2383,Sale #11-57,Swanson Group Mfg,$336.87,Douglas Fir,0
2384,Sale #11-57,Swanson Group Mfg,,,0
2385,Sale #11-57,Swanson Bros Lumber Co,$328.90,Douglas Fir,0
2386,Sale #11-57,Swanson Bros Lumber Co,,,0
2387,Sale #11-51,Scott Timber Co.,$450.20,Douglas Fir,1
2388,Sale #11-51,Scott Timber Co.,,,1
2389,Sale #11-51,Seneca Sawmill Co.,,350.00,0
2390,Sale #11-51,Seneca Sawmill Co.,,,0
2391,Sale #11-51,Swanson Group Mfg LLC,,417.97,0
2392,Sale #11-51,Swanson Group Mfg LLC,,,0
2393,Sale #11-51,Swanson Bros. Lumber Co. Inc.,,361.39,0
2394,Sale #11-51,Swanson Bros. Lumber Co. Inc.,,,0
2395,Sale #11-51,C&D Lumber,,311.41,0
2396,Sale #11-51,C&D Lumber,,,0
2397,Sale #11-22,Scott Timber Company,$318.40,Douglas-fir,1
2398,Sale #11-22,Scott Timber Company,,,1
2399,Sale #11-22,NONE.,,,0
2400,Sale #11-22,NONE.,,,0
2401,Sale #11-18,Scott Timber Company,$320.23,Douglas-fir,1
2402,Sale #11-18,Scott Timber Company,,,1
2403,Sale #11-18,Swanson Brothers Company Inc,$312.79,Douglas-fir,0
2404,Sale #11-18,Swanson Brothers Company Inc,,,0
2405,Sale #11-18,Swanson Group Mfg LLC,$310.85,Douglas-fir,0
2406,Sale #11-18,Swanson Group Mfg LLC,,,0
2407,Sale #10-78,"Swanson Bros. Lumber Co., Inc.",$466.31,Douglas Fir,1
2408,Sale #10-78,"Swanson Bros. Lumber Co., Inc.",,,1
2409,Sale #10-78,Scott Timber Co.,$431.51,Douglas Fir,0
2410,Sale #10-78,Scott Timber Co.,,,0
2411,Sale #10-78,Swanson Group Mfg. LLC,$379.08,Douglas Fir,0
2412,Sale #10-78,Swanson Group Mfg. LLC,,,0
2413,Sale #10-78,Seneca Sawmill Company,$368.53,Douglas Fir,0
2414,Sale #10-78,Seneca Sawmill Company,,,0
2415,Sale #10-78,Hull-Oakes Lumber Co.,$331.25,Douglas Fir,0
2416,Sale #10-78,Hull-Oakes Lumber Co.,,,0
2417,Sale #10-62,"Scott Timber Co,",$434.17,Douglas Fir,1
2418,Sale #10-62,"Scott Timber Co,",,,1
2419,Sale #10-62,Seneca Sawmill Co,$429.35,Douglas Fir,0
2420,Sale #10-62,Seneca Sawmill Co,,,0
2421,Sale #10-62,Zip-O-Log Mills Inc.,$381.00,Douglas Fir,0
2422,Sale #10-62,Zip-O-Log Mills Inc.,,,0
2423,Sale #10-62,Swanson Groug Mfg LLC,$360.07,Douglas Fir,0
2424,Sale #10-62,Swanson Groug Mfg LLC,,,0
2425,Sale #10-62,Swanson Bros Lumber Co Inc,$349.88,Douglas Fir,0
2426,Sale #10-62,Swanson Bros Lumber Co Inc,,,0
2427,Sale #10-62,DR Johnson Lumber Company,$326.07,Douglas Fir,0
2428,Sale #10-62,DR Johnson Lumber Company,,,0
2429,Sale #10-61,Scott Timber Co.,$503.73,Douglas Fir,1
2430,Sale #10-61,Scott Timber Co.,,,1
2431,Sale #10-61,Zip-O-Log Mills Inc.,$462.55,Douglas Fir,0
2432,Sale #10-61,Zip-O-Log Mills Inc.,,,0
2433,Sale #10-61,Seneca Sawmill Co.,$418.45,Douglas Fir,0
2434,Sale #10-61,Seneca Sawmill Co.,,,0
2435,Sale #10-61,"Swanson Bros. Lumber Co,, Inc.",$388.35,Douglas Fir,0
2436,Sale #10-61,"Swanson Bros. Lumber Co,, Inc.",,,0
2437,Sale #10-61,Swanson Group Mfg LLC,$368.74,Douglas Fir,0
2438,Sale #10-61,Swanson Group Mfg LLC,,,0
2439,Sale #10-61,DR Johnson Lumber Co.,$350.81,Douglas Fir,0
2440,Sale #10-61,DR Johnson Lumber Co.,,,0
2441,Sale #10-29,Scott Timber Co,$405.36,Douglas-Fir,1
2442,Sale #10-29,Scott Timber Co,,,1
2443,Sale #10-29,Seneca Sawmill Co,$375.00,Douglas Fir,0
2444,Sale #10-29,Seneca Sawmill Co,,,0
2445,Sale #10-29,"Swanson Group, Inc.",$347.64,Douglas Fir,0
2446,Sale #10-29,"Swanson Group, Inc.",,,0
2447,Sale #10-29,"Rosboro, LLC",$332.22,Douglas Fir,0
2448,Sale #10-29,"Rosboro, LLC",,,0
2449,Sale #10-29,"CS2 Timber, LLC",$285.50,Douglas Fir,0
2450,Sale #10-29,"CS2 Timber, LLC",,,0
2451,Sale #10-29,D.R. Johnson Lumber Company,$282.55,Douglas Fir,0
2452,Sale #10-29,D.R. Johnson Lumber Company,,,0
2453,Sale #10-33,Seneca Sawmill Co.,$310.70,Douglas Fir,1
2454,Sale #10-33,Seneca Sawmill Co.,,,1
2455,Sale #10-33,Georgia Pacific West Co.,$298.49,Douglas Fir,0
2456,Sale #10-33,Georgia Pacific West Co.,,,0
2457,Sale #10-33,Scott Timber Co.,$259.40,Douglas Fir,0
2458,Sale #10-33,Scott Timber Co.,,,0
2459,Sale #10-31,Scott Timber Co,$311.50,Douglas Fir,1
2460,Sale #10-31,Scott Timber Co,,,1
2461,Sale #10-31,Swanson Group,$303.34,Douglas Fir,0
2462,Sale #10-31,Swanson Group,,,0
2463,Sale #10-31,Swanson Bros. Lumber Co,$296.42,Douglas Fir,0
2464,Sale #10-31,Swanson Bros. Lumber Co,,,0
2465,Sale #10-31,DR Johnson Lumber Co,$259.00,Douglas Fir,0
2466,Sale #10-31,DR Johnson Lumber Co,,,0
2467,Sale #10-28,Scott Timber Co,$273.52,Douglas Fir,1
2468,Sale #10-28,Scott Timber Co,,,1
2469,Sale #10-28,Swanson Bros Lumber Co,$272.88,Douglas Fir,0
2470,Sale #10-28,Swanson Bros Lumber Co,,,0
2471,Sale #10-28,Swanson Group,$250.52,Douglas Fir,0
2472,Sale #10-28,Swanson Group,,,0
2473,Sale #09-53,Swanson Group Mfg.LLC,$305.72,Douglas Fir,1
2474,Sale #09-53,Swanson Group Mfg.LLC,,,1
2475,Sale #10-32,3-H Wood Products,$136.05,Douglas Fir,1
2476,Sale #10-32,3-H Wood Products,,,1
2477,Sale #10-32,n/a,,,0
2478,Sale #10-32,n/a,,,0
2479,Sale #10-30,Scott Timber,$295.20,Douglas Fir,1
2480,Sale #10-30,Scott Timber,,,1
2481,Sale #10-30,Swanson Group,$263.67,Douglas Fir,0
2482,Sale #10-30,Swanson Group,,,0
2483,Sale #10-30,Seneca Sawmill,$276.76,Douglas Fir,0
2484,Sale #10-30,Seneca Sawmill,,,0
2485,Sale #09-37,Scott Timber Co.,$389.42,Douglas-fir,1
2486,Sale #09-37,Scott Timber Co.,,,1
2487,Sale #09-37,Swanson Group Mfg. LLC,$369.10,Douglas-fir,0
2488,Sale #09-37,Swanson Group Mfg. LLC,,,0
2489,Sale #09-37,Seneca Sawmill Co.,$327.80,Douglas-fir,0
2490,Sale #09-37,Seneca Sawmill Co.,,,0
2491,Sale #09-37,C&D Lumber Co.,$326.42,Douglas-fir,0
2492,Sale #09-37,C&D Lumber Co.,,,0
2493,Sale #09-37,DR Johnson Lumber Co.,$324.86,Douglas-fir,0
2494,Sale #09-37,DR Johnson Lumber Co.,,,0
2495,Sale #09-37,Swanson Brothers Lumber Co.,$312.80,Douglas-fir,0
2496,Sale #09-37,Swanson Brothers Lumber Co.,,,0
2497,Sale #09-37,Future Logging,$267.67,Douglas-fir,0
2498,Sale #09-37,Future Logging,,,0
2499,Sale #09-39,"Swanson Group Mfg., LLC",$213.34,Douglas-Fir,1
2500,Sale #09-39,"Swanson Group Mfg., LLC",,,1
2501,Sale #09-39,Georgia Pacific,$196.51,Douglas-Fir,0
2502,Sale #09-39,Georgia Pacific,,,0
2503,Sale #09-34,Swanson Group Mfg. LLC,$230.95,Douglas-Fir,1
2504,Sale #09-34,Swanson Group Mfg. LLC,,,1
2505,Sale #09-34,"Georgia Pacific West, Inc.",$218.66,Douglas-Fir,0
2506,Sale #09-34,"Georgia Pacific West, Inc.",,,0
2507,Sale #09-27,Swanson Group Mfg. LLC,$303.63,Douglas-Fir,1
2508,Sale #09-27,Swanson Group Mfg. LLC,,,1
2509,Sale #09-27,"CLR Timber Holdings, INC.",$281.18,Douglas-Fir,0
2510,Sale #09-27,"CLR Timber Holdings, INC.",,,0
2511,Sale #09-27,C2S Group LLC,$222.85,Douglas-Fir,0
2512,Sale #09-27,C2S Group LLC,,,0
2513,Sale #09-27,"Swanson Bros. Lumber Co., Inc",$221.38,Douglas-Fir,0
2514,Sale #09-27,"Swanson Bros. Lumber Co., Inc",,,0
2515,Sale #09-27,Seneca Sawmill Company,$221.15,Douglas-Fir,0
2516,Sale #09-27,Seneca Sawmill Company,,,0
2517,Sale #08-88,DR Johnson Lumber Co.,$421.12,Douglas-Fir,1
2518,Sale #08-88,DR Johnson Lumber Co.,,,1
2519,Sale #08-88,Scott Timber Co.,$414.67,Douglas-Fir,0
2520,Sale #08-88,Scott Timber Co.,,,0
2521,Sale #08-88,Zip-O-Log Mills,$406.35,Douglas-Fir,0
2522,Sale #08-88,Zip-O-Log Mills,,,0
2523,Sale #08-88,Swanson Bros. Lumber Co.,$383.82,Douglas-Fir,0
2524,Sale #08-88,Swanson Bros. Lumber Co.,,,0
2525,Sale #08-88,Seneca Sawmill Co.,$379.44,Douglas-Fir,0
2526,Sale #08-88,Seneca Sawmill Co.,,,0
2527,Sale #08-88,C&D Lumber Co.,$371.26,Douglas-Fir,0
2528,Sale #08-88,C&D Lumber Co.,,,0
2529,Sale #08-88,Swanson Group MFG. LLC.,$362.08,Douglas-Fir,0
2530,Sale #08-88,Swanson Group MFG. LLC.,,,0
2531,Sale #08-33,C2S,$180.70,Douglas-fir,1
2532,Sale #08-33,C2S,,,1
2533,Sale #08-33,Seneca Sawmill,$180.50,Douglas-fir,0
2534,Sale #08-33,Seneca Sawmill,,,0
2535,Sale #08-78,C2S,$231.20,Douglas Fir,1
2536,Sale #08-78,C2S,,,1
2537,Sale #08-76,Oregon Overseas Timber Co.,$505.50,Douglas Fir,1
2538,Sale #08-76,Oregon Overseas Timber Co.,,,1
2539,Sale #08-76,Swanson Brothers Lumber Co.,$387.76,Douglas Fir,0
2540,Sale #08-76,Swanson Brothers Lumber Co.,,,0
2541,Sale #08-76,Seneca Sawmill Company,$358.07,Douglas Fir,0
2542,Sale #08-76,Seneca Sawmill Company,,,0
2543,Sale #08-76,Scott Timber Co.,$339.39,Douglas Fir,0
2544,Sale #08-76,Scott Timber Co.,,,0
2545,Sale #08-76,Swanson Group MFG,$322.77,Douglas Fir,0
2546,Sale #08-76,Swanson Group MFG,,,0
2547,Sale #08-76,C2S,$301.45,Douglas Fir,0
2548,Sale #08-76,C2S,,,0
2549,Sale #08-38,"Swanson Bros. Lumber Co., Inc",$292.91,Douglas Fir,1
2550,Sale #08-38,"Swanson Bros. Lumber Co., Inc",,,1
2551,Sale #08-38,Scott Timber Co.,$278.07,Douglas Fir,0
2552,Sale #08-38,Scott Timber Co.,,,0
2553,Sale #08-38,Swanson Group Inc.,$271.70,Douglas Fir,0
2554,Sale #08-38,Swanson Group Inc.,,,0
2555,Sale #08-55,Scott Timber,$600.48,Douglas Fir,1
2556,Sale #08-55,Scott Timber,,,1
2557,Sale #08-55,C&D Lumber Co.,$512.46,Douglas Fir,0
2558,Sale #08-55,C&D Lumber Co.,,,0
2559,Sale #08-55,Herbert Lumber Co.,$505.90,Douglas Fir,0
2560,Sale #08-55,Herbert Lumber Co.,,,0
2561,Sale #08-55,Swanson Bros. Lumber Co.,$443.13,Douglas Fir,0
2562,Sale #08-55,Swanson Bros. Lumber Co.,,,0
2563,Sale #08-55,Seneca Sawmill Co.,$394.69,Douglas Fir,0
2564,Sale #08-55,Seneca Sawmill Co.,,,0
2565,Sale #08-55,Swanson Group Inc.,$352.30,Douglas Fir,0
2566,Sale #08-55,Swanson Group Inc.,,,0
2567,Sale #08-36,Scott Timber,$560.16,Douglas Fir,1
2568,Sale #08-36,Scott Timber,,,1
2569,Sale #08-36,Seneca Sawmill Co,$473.75,Douglas-fir,0
2570,Sale #08-36,Seneca Sawmill Co,,,0
2571,Sale #08-36,D R Johnson Lumber Co,$388.20,Douglas-fir,0
2572,Sale #08-36,D R Johnson Lumber Co,,,0
2573,Sale #08-36,Swanson Group Inc,$373.21,Douglas-fir,0
2574,Sale #08-36,Swanson Group Inc,,,0
2575,Sale #08-36,Swanson Bros. Lumber Co,$373.00,Douglas-fir,0
2576,Sale #08-36,Swanson Bros. Lumber Co,,,0
2577,Sale #08-36,-,$0.00,-,0
2578,Sale #08-36,-,,,0
2579,Sale #08-35,Scott Timber Co.,$594.14,Douglas Fir,1
2580,Sale #08-35,Scott Timber Co.,,,1
2581,Sale #08-35,Bald Knob Veneer Co.,$411.11,Douglas Fir,0
2582,Sale #08-35,Bald Knob Veneer Co.,,,0
2583,Sale #08-35,C&D Lumber Co.,$535.20,Douglas Fir,0
2584,Sale #08-35,C&D Lumber Co.,,,0
2585,Sale #08-35,Zip-O-Log Mills,$442.35,Douglas Fir,0
2586,Sale #08-35,Zip-O-Log Mills,,,0
2587,Sale #08-35,Ivan Gagner,$423.00,Douglas Fir,0
2588,Sale #08-35,Ivan Gagner,,,0
2589,Sale #08-35,Swanson Group,$400.00,Douglas Fir,0
2590,Sale #08-35,Swanson Group,,,0
2591,Sale #08-35,Seneca Sawmill,$461.35,Douglas Fir,0
2592,Sale #08-35,Seneca Sawmill,,,0
2593,Sale #08-35,DR Johnson,$438.15,Douglas Fir,0
2594,Sale #08-35,DR Johnson,,,0
2595,Sale #08-35,Swanson Bros. Lumber Co,$463.00,Douglas Fir,0
2596,Sale #08-35,Swanson Bros. Lumber Co,,,0
2597,Sale #08-34,C&D Lumber,$587.55,Douglas-Fir,1
2598,Sale #08-34,C&D Lumber,,,1
2599,Sale #08-34,Swanson Group,$411.61,Douglas-Fir,0
2600,Sale #08-34,Swanson Group,,,0
2601,Sale #08-34,Engle Investors,$561.70,Douglas-Fir,0
2602,Sale #08-34,Engle Investors,,,0
2603,Sale #08-34,Seneca Sawmill,$444.40,Douglas-Fir,0
2604,Sale #08-34,Seneca Sawmill,,,0
2605,Sale #08-34,Scott Timber,$575.79,Douglas-Fir,0
2606,Sale #08-34,Scott Timber,,,0
2607,Sale #08-34,Swanson Bros Lumber Co,$400.91,Douglas-Fir,0
2608,Sale #08-34,Swanson Bros Lumber Co,,,0
2609,Sale #08-34,D&R Johnson,$453.55,Douglas-Fir,0
2610,Sale #08-34,D&R Johnson,,,0
2611,Sale #07-36,Seneca Sawmill Co,$450.00,Douglas-fir,1
2612,Sale #07-36,Seneca Sawmill Co,,,1
2613,Sale #07-36,D R Johnson Lumber Co,$408.60,Douglas-fir,0
2614,Sale #07-36,D R Johnson Lumber Co,,,0
2615,Sale #07-36,Ivan Gagner Logging,$353.00,Douglas-Fir,0
2616,Sale #07-36,Ivan Gagner Logging,,,0
2617,Sale #07-36,Scott Timber,$407.93,Douglas-Fir,0
2618,Sale #07-36,Scott Timber,,,0
2619,Sale #07-48,Engle Investors,$661.35,Douglas Fir,1
2620,Sale #07-48,Engle Investors,,,1
2621,Sale #07-48,C & D Lumber,$542.89,Doug Fir,0
2622,Sale #07-48,C & D Lumber,,,0
2623,Sale #07-48,DR Johnson Lumber Co.,$454.30,Douglas Fir,0
2624,Sale #07-48,DR Johnson Lumber Co.,,,0
2625,Sale #07-48,Scott Timber,$533.80,Douglas Fir,0
2626,Sale #07-48,Scott Timber,,,0
2627,Sale #07-48,Swanson Bros. Lumber Co.,$474.00,Douglas Fir,0
2628,Sale #07-48,Swanson Bros. Lumber Co.,,,0
2629,Sale #07-48,Swanson Group Inc.,$413.00,Douglas Fir,0
2630,Sale #07-48,Swanson Group Inc.,,,0
2631,Sale #07-62,Douglas County Inc,$332.14,Douglas-fir,1
2632,Sale #07-62,Douglas County Inc,,,1
2633,Sale #07-62,No Other Bidders,,,0
2634,Sale #07-62,No Other Bidders,,,0
2635,Sale #07-61,Scott Timber Co.,$285.47,Red Alder,1
2636,Sale #07-61,Scott Timber Co.,,,1
2637,Sale #07-61,Future Logging,$293.77,Red Alder,0
2638,Sale #07-61,Future Logging,,,0
2639,Sale #07-61,C2S Group,$293.95,Red Alder,0
2640,Sale #07-61,C2S Group,,,0
2641,Sale #07-05,Scott Timber Co.,$522.86,Douglas Fir,1
2642,Sale #07-05,Scott Timber Co.,,,1
2643,Sale #07-05,Seneca Saw Mill,$498.58,Douglas Fir,0
2644,Sale #07-05,Seneca Saw Mill,,,0
2645,Sale #07-05,C & D Lumber,$466.13,Douglas Fir,0
2646,Sale #07-05,C & D Lumber,,,0
2647,Sale #06-83,Swanson Group Inc.,$523.31,Douglas-fir,1
2648,Sale #06-83,Swanson Group Inc.,,,1
2649,Sale #06-83,Scott Timber Co,$523.02,Douglas-fir,0
2650,Sale #06-83,Scott Timber Co,,,0
2651,Sale #06-91,Scott Timber Co,$577.98,Douglas-fir,1
2652,Sale #06-91,Scott Timber Co,,,1
2653,Sale #06-91,Swanson Bros Lumber,$557.56,Douglas-fir,0
2654,Sale #06-91,Swanson Bros Lumber,,,0
2655,Sale #06-91,C & D Lumber,$557.10,Douglas-Fir,0
2656,Sale #06-91,C & D Lumber,,,0
2657,Sale #06-64,Engle Investors,$576.35,Douglas-fir,1
2658,Sale #06-64,Engle Investors,,,1
2659,Sale #06-64,C & D Lumber Co,$555.35,Douglas-fir,0
2660,Sale #06-64,C & D Lumber Co,,,0
2661,Sale #06-64,D R Johnson,$537.50,Douglas-Fir,0
2662,Sale #06-64,D R Johnson,,,0
2663,Sale #06-64,Scott Timber,$573.35,Douglas-Fir,0
2664,Sale #06-64,Scott Timber,,,0
2665,Sale #06-64,Seneca Sawmill,$544.00,Douglas-fir,0
2666,Sale #06-64,Seneca Sawmill,,,0
2667,Sale #06-64,Swanson Bros. Lumber,$516.29,Douglas-fir,0
2668,Sale #06-64,Swanson Bros. Lumber,,,0
2669,Sale #06-64,"Swanson Group, Inc",$523.75,Douglas-fir,0
2670,Sale #06-64,"Swanson Group, Inc",,,0
2671,Sale #06-18,D R Johnson Lumber Co,$533.40,Douglas-fir,1
2672,Sale #06-18,D R Johnson Lumber Co,,,1
2673,Sale #06-18,Engle Investors Inc,$531.10,Douglas-fir,0
2674,Sale #06-18,Engle Investors Inc,,,0
2675,Sale #06-18,C&D Lumber Co,$526.56,Douglas-fir,0
2676,Sale #06-18,C&D Lumber Co,,,0
2677,Sale #06-18,Scott Timber Co,$520.30,Douglas-fir,0
2678,Sale #06-18,Scott Timber Co,,,0
2679,Sale #06-18,CLR Timber Holdings Inc,$489.00,Douglas-fir,0
2680,Sale #06-18,CLR Timber Holdings Inc,,,0
2681,Sale #06-18,Swanson Bros Lumber Co,$447.25,Douglas-fir,0
2682,Sale #06-18,Swanson Bros Lumber Co,,,0
2683,Sale #06-69,Scott Timber Co,$652.75,Douglas-fir,1
2684,Sale #06-69,Scott Timber Co,,,1
2685,Sale #06-69,C & D Lumber Co,$584.13,Douglas-fir,0
2686,Sale #06-69,C & D Lumber Co,,,0
2687,Sale #06-69,CLR Timber Holdings,$505.00,Douglas-Fir,0
2688,Sale #06-69,CLR Timber Holdings,,,0
2689,Sale #06-69,"Douglas County, Inc",$552.00,Douglas-Fir,0
2690,Sale #06-69,"Douglas County, Inc",,,0
2691,Sale #06-69,D R Johnson Lumber Co,$556.90,Douglas-fir,0
2692,Sale #06-69,D R Johnson Lumber Co,,,0
2693,Sale #06-69,Seneca Sawmill,$519.10,Douglas-fir,0
2694,Sale #06-69,Seneca Sawmill,,,0
2695,Sale #06-69,Swanson Bros Lumber Co,$460.25,Douglas-fir,0
2696,Sale #06-69,Swanson Bros Lumber Co,,,0
2697,Sale #06-69,"Swanson Group, Inc",$559.66,Douglas-fir,0
2698,Sale #06-69,"Swanson Group, Inc",,,0
2699,Sale #06-25,Scott Timber Co,$570.33,Douglas-fir,1
2700,Sale #06-25,Scott Timber Co,,,1
2701,Sale #06-25,"Douglas County, Inc",$521.00,Douglas-fir,0
2702,Sale #06-25,"Douglas County, Inc",,,0
2703,Sale #06-25,Georgia Pacific,$494.88,Douglas-Fir,0
2704,Sale #06-25,Georgia Pacific,,,0
2705,Sale #06-25,Seneca Sawmill,$438.35,Douglas-Fir,0
2706,Sale #06-25,Seneca Sawmill,,,0
2707,Sale #06-25,"Swanson Group, Inc",$450.12,Douglas-fir,0
2708,Sale #06-25,"Swanson Group, Inc",,,0
2709,Sale #06-19,Scott Timber Co,$529.81,Douglas-fir,1
2710,Sale #06-19,Scott Timber Co,,,1
2711,Sale #06-19,No Other Bidders 8/31/05,,,0
2712,Sale #06-19,No Other Bidders 8/31/05,,,0
2713,Sale #06-04,Scott Timber Co,$570.05,Douglas-fir,1
2714,Sale #06-04,Scott Timber Co,,,1
2715,Sale #06-04,No Other Bidders,,,0
2716,Sale #06-04,No Other Bidders,,,0
2717,Sale #05-04,Swanson Bros. Lumber Co,$472.00,Douglas-fir,1
2718,Sale #05-04,Swanson Bros. Lumber Co,,,1
2719,Sale #05-04,No Other Bidders,,,0
2720,Sale #05-04,No Other Bidders,,,0
2721,Sale #05-74,"Swanson Group, Inc",$521.30,Douglas-fir,1
2722,Sale #05-74,"Swanson Group, Inc",,,1
2723,Sale #05-74,Scott Timber Co,$520.95,Douglas-fir,0
2724,Sale #05-74,Scott Timber Co,,,0
2725,Sale #05-03,Scott Timber Co,$494.71,Douglas-fir,1
2726,Sale #05-03,Scott Timber Co,,,1
2727,Sale #05-03,No Other Bidders,,,0
2728,Sale #05-03,No Other Bidders,,,0
2729,Sale #05-76,C & D Lumber Co,$596.36,Douglas-fir,1
2730,Sale #05-76,C & D Lumber Co,,,1
2731,Sale #05-76,Scott Timber Co,$554.17,Douglas-fir,0
2732,Sale #05-76,Scott Timber Co,,,0
2733,Sale #05-76,Herbert Lumber Co,$572.13,Douglas-Fir,0
2734,Sale #05-76,Herbert Lumber Co,,,0
2735,Sale #05-76,"Swanson Group, Inc",$553.86,Douglas-Fir,0
2736,Sale #05-76,"Swanson Group, Inc",,,0
2737,Sale #05-76,D R Johnson Lumber Co,$540.80,Douglas-fir,0
2738,Sale #05-76,D R Johnson Lumber Co,,,0
2739,Sale #05-69,Scott Timber Co,$577.01,Douglas-fir,1
2740,Sale #05-69,Scott Timber Co,,,1
2741,Sale #05-69,Seneca Sawmill,$559.10,Douglas-fir,0
2742,Sale #05-69,Seneca Sawmill,,,0
2743,Sale #05-47,"Swanson Group, Inc",$441.80,Doug Fir,1
2744,Sale #05-47,"Swanson Group, Inc",,,1
2745,Sale #05-47,None,,,0
2746,Sale #05-47,None,,,0
2747,Sale #05-68,Scott Timber Co,$533.34,Doug Fir,1
2748,Sale #05-68,Scott Timber Co,,,1
2749,Sale #05-68,None,,,0
2750,Sale #05-68,None,,,0
2751,Sale #05-01,Card Logging Co Inc,$400.05,Douglas-fir,1
2752,Sale #05-01,Card Logging Co Inc,,,1
2753,Sale #05-01,D R Johnson Lumber Co,$396.50,Douglas-fir,0
2754,Sale #05-01,D R Johnson Lumber Co,,,0
2755,Sale #05-02,Scott Timber Co,$509.02,Douglas-fir,1
2756,Sale #05-02,Scott Timber Co,,,1
2757,Sale #05-02,Seneca Sawmill Co,$492.15,Douglas-fir,0
2758,Sale #05-02,Seneca Sawmill Co,,,0
2759,Sale #05-02,Zip-O-Log Mills Inc,$491.51,Douglas-fir,0
2760,Sale #05-02,Zip-O-Log Mills Inc,,,0
2761,Sale #05-02,Swanson Bros Lumber Co,$489.00,Douglas-fir,0
2762,Sale #05-02,Swanson Bros Lumber Co,,,0
2763,Sale #05-02,McKenzie Forest Products LLC,$485.88,Douglas-fir,0
2764,Sale #05-02,McKenzie Forest Products LLC,,,0
2765,Sale #05-02,CLR Timber Holdings Inc,$484.80,Douglas-fir,0
2766,Sale #05-02,CLR Timber Holdings Inc,,,0
2767,Sale #05-14,Engle Investors Inc,$821.90,Douglas-fir,1
2768,Sale #05-14,Engle Investors Inc,,,1
2769,Sale #05-14,Scott Timber,$615.71,Douglas-fir,0
2770,Sale #05-14,Scott Timber,,,0
2771,Sale #05-14,Zip-O-Log Mills Inc,$607.55,Douglas-fir,0
2772,Sale #05-14,Zip-O-Log Mills Inc,,,0
2773,Sale #05-14,Herbert Lumber Co,$598.54,Douglas-fir,0
2774,Sale #05-14,Herbert Lumber Co,,,0
2775,Sale #05-14,Oregon Overseas Timber,$576.00,Douglas-fir,0
2776,Sale #05-14,Oregon Overseas Timber,,,0
2777,Sale #05-14,Seneca Sawmill Co,$548.25,Douglas-fir,0
2778,Sale #05-14,Seneca Sawmill Co,,,0
2779,Sale #05-14,Swanson Bros Lumber Co,$537.50,Douglas-fir,0
2780,Sale #05-14,Swanson Bros Lumber Co,,,0
2781,Sale #04-89,Swanson Bros Lumber Co,$558.25,Douglas-fir,1
2782,Sale #04-89,Swanson Bros Lumber Co,,,1
2783,Sale #04-89,Hull-Oakes Lumber Co,$504.50,Douglas-fir,0
2784,Sale #04-89,Hull-Oakes Lumber Co,,,0
2785,Sale #04-89,Scott Timber Co,$498.20,Douglas-fir,0
2786,Sale #04-89,Scott Timber Co,,,0
2787,Sale #04-88,CLR Timber Holdings Inc,$495.10,Douglas-fir,1
2788,Sale #04-88,CLR Timber Holdings Inc,,,1
2789,Sale #04-88,None,,,0
2790,Sale #04-88,None,,,0
2791,Sale #04-83,Scott Timber Co,$539.87,Douglas-fir,1
2792,Sale #04-83,Scott Timber Co,,,1
2793,Sale #04-83,Engle Investors Inc,$525.65,Douglas-fir,0
2794,Sale #04-83,Engle Investors Inc,,,0
2795,Sale #04-83,Swanson Bros Lumber Co,$501.00,Douglas-fir,0
2796,Sale #04-83,Swanson Bros Lumber Co,,,0
2797,Sale #04-84,Scott Timber Co,$563.95,Douglas-fir,1
2798,Sale #04-84,Scott Timber Co,,,1
2799,Sale #04-84,Swanson Bros. Lumber Co,$544.82,Douglas-fir,0
2800,Sale #04-84,Swanson Bros. Lumber Co,,,0
2801,Sale #04-84,Zip-O-Log Mills Inc,$505.26,Douglas-fir,0
2802,Sale #04-84,Zip-O-Log Mills Inc,,,0
2803,Sale #04-84,C & D Lumber Co,$489.09,Douglas-fir,0
2804,Sale #04-84,C & D Lumber Co,,,0
2805,Sale #04-84,D.R. Johnson Lumber Co,$486.00,Douglas-fir,0
2806,Sale #04-84,D.R. Johnson Lumber Co,,,0
2807,Sale #04-84,Seneca Sawmill,$463.78,Douglas-fir,0
2808,Sale #04-84,Seneca Sawmill,,,0
2809,Sale #04-77,Herbert Lumber Co,$607.11,Douglas-fir,1
